text,Label,Language
oho! dakti yak yakung subaidi tai prime timeni news naidi.,code-mix,English-Kokborok
"ang bo tini horni bagui takhuk hai thuya matong sinai, tini night duty.",code-mix,English-Kokborok
norok busy ong tongphoro ang khe mostan gurio aphoro tah brother.,code-mix,English-Kokborok
public place oh bini bumung najak.,code-mix,English-Kokborok
chini group ni sikla rokni bagwi kaisa rishta khub kosto khaliwi rutogwi tubumani.,code-mix,English-Kokborok
hambai yaphaya nono but kuti kuti salute se rio brother.,code-mix,English-Kokborok
omo se ah din ni special photo.,code-mix,English-Kokborok
doh haikhe anobo hema malini ni vedios tisamani bagwi simi phano hambai rwsidi.,code-mix,English-Kokborok
"kebo suigui, kebo sagui, kebo rangbi ,kebo courage rio but chung thansa.",code-mix,English-Kokborok
aow words kwrwi brother no hambai rwnani.,code-mix,English-Kokborok
tei maximum donation rwnaibo bono bo salute .,code-mix,English-Kokborok
kaitor no surigui chini campaign success wngnani bagui chubachu khwlainai.,code-mix,English-Kokborok
hema malini se naidi chini camp o malaria ni test khaijagwi tongphai-o,code-mix,English-Kokborok
bro dr. amulya nono paiphlaiya hambai yapharo nini je condition abono yakargui jottono chubachu khwlaima bagui.,code-mix,English-Kokborok
please please sir i need your mosquito net i came from wanasa para.,code-mix,English-Kokborok
hey brother pritam biyang thangkha? sakani suijak nonoya buchikha da.,code-mix,English-Kokborok
action jackson se ang be carefull with me.,code-mix,English-Kokborok
towniya tiprasa they are identitiless,code-mix,English-Kokborok
but still he loves local made chuwak.,code-mix,English-Kokborok
"omo belai serious issue, until and unless we take steps to solve it.",code-mix,English-Kokborok
aswk buchiya bo ta wngbaidi tah..that means chwng teibo ma buginai tei ma kaplaina nangkho.,code-mix,English-Kokborok
bomotoi dale better ongnai through jatanbari or gandacherra?,code-mix,English-Kokborok
puja chanda riyani bagwi chini adong khorksa auto driver serial number manya.,code-mix,English-Kokborok
kok khe haise chini fellowship tei gbs tonglak dtc camp ni bagwi.,code-mix,English-Kokborok
chini fellowship taiwaisa start ong phai nai from 27th october.,code-mix,English-Kokborok
nini parents bahai wngkha sagar?,code-mix,English-Kokborok
"brother shyam ni aro phaijak tabuk, i am busy.",code-mix,English-Kokborok
"and phai manliya norogni logio, due to some issues.",code-mix,English-Kokborok
hello tripura ni basinda rok reply rwbaidi khwna da lahut ni kailai panda o sabo sabot hang nai.,code-mix,English-Kokborok
je thangnai 9:30 am o radanagar motor stand o arrive wng di.,code-mix,English-Kokborok
nini bagwi all ready sit kaisa narwkjak brother.,code-mix,English-Kokborok
"sob somoy spoon feeding da wngnai sa, niji niji bo khochawi chana nang-o",code-mix,English-Kokborok
sister retina bo belai no correct timing o photo nana rwngsukkha bla.,code-mix,English-Kokborok
brother nwng bo tuition rok phrung phailiya hwn khe.,code-mix,English-Kokborok
tini agartala flood wng nai chini k-eu rwchap khe.,code-mix,English-Kokborok
ao. ang thangnai tabuk..hambai baisakh nini committed service ni bagwi.,code-mix,English-Kokborok
have a blessing sunday..phung kaham jotono,code-mix,English-Kokborok
khwlai manyakhu dara exam wngwi tongbai jora rwi manya wngwi tonglaikha.,code-mix,English-Kokborok
bidhan norokni kokborok translation bwswk paikha?,code-mix,English-Kokborok
marr khe practice khalai tongkha na.,code-mix,English-Kokborok
kebo jaga siniya hwnkhe ano call khlai di.,code-mix,English-Kokborok
ashish nini hairstyle aphuru sera?,code-mix,English-Kokborok
tini bcf rau worship khelai phai me,code-mix,English-Kokborok
belaino hambai but kaisa kok khuna baidi members rog norog tini saktharwi swnam laimani kwrwi kha sess pairibai kha.,code-mix,English-Kokborok
tamono khailainai wngkha kisa update.,code-mix,English-Kokborok
kok khe haise khwna chwng fund raise project ni bagwi samung khlailaina thangwi tongo aboni bagwi.,code-mix,English-Kokborok
kwtal adong rok belonia christian fellowship ni bagui suridi.,code-mix,English-Kokborok
angbo tini belonia christian fellowship ni kwtal chongjak committee ni adongsongno ani nok bhara lamsogmankha tei bohrokni planning rokno khurchalaiui kaitor no hambai yapharlaikha.,code-mix,English-Kokborok
kokthai kwrwini bagwi belaikhe jwngjal wngwi tongo uncle tei jorarok manyabai advanced christmas ni swkang painani nuhohrya.,code-mix,English-Kokborok
norok iceu agartala ni advance christmas ni swkang pairwikha chanai.,code-mix,English-Kokborok
tini translation klailaiphruni mangpli.,code-mix,English-Kokborok
"dara tabuksa jora aswk khwlaijakha tei vision statement , mission statement tong kho.",code-mix,English-Kokborok
prayer khalai ja baiga di bcf ni panda wo borok taibo leader kaham nango.,code-mix,English-Kokborok
tini iceu quiz competition paiwi capital fellowship bai kobokjak fasting prayer ni bagui.,code-mix,English-Kokborok
congratulations to all of you. kaitor lobjakthung.,code-mix,English-Kokborok
hambai rwjaknai bwtangrog tongkhe o group o send khai horwi manu eba personal phano.,code-mix,English-Kokborok
kokborok-o bo ph.d khlai mankha haida tabuk? yes brother from this year.,code-mix,English-Kokborok
abtwiya hwnkha nauimano.,Monolingual,Kokborok
health scheme tongo bpl family rokni bagwi.,code-mix,English-Kokborok
bono health department tei social welfare department bai malaidi hwnwi sadi.,code-mix,English-Kokborok
kebo chubana muchungkhe ano contact kahi manu.,code-mix,English-Kokborok
aboni bagwi no akhawra train line ready khai tong-o,code-mix,English-Kokborok
tei tamo khainai chini chwlarok bo skillful ya hinkhe according to the girls.,code-mix,English-Kokborok
tabuk bo chini borok ni mungsa safety kwrwi.,code-mix,English-Kokborok
madam balai khe busy tini.,code-mix,English-Kokborok
"tamo khalai tong phai, jotono busy no any reply no comments.",code-mix,English-Kokborok
omo ba manoj ni puja dress de?,code-mix,English-Kokborok
pa bo aswk bayos gwnang na 300 years age ni kok saimano.,code-mix,English-Kokborok
o mosok jat sawo chung burma ni 300 years swkang phai-o hwnei.,code-mix,English-Kokborok
bini mung twi complain khai thai.,code-mix,English-Kokborok
tamo tabok ompi-o currenty kwrei da?,code-mix,English-Kokborok
manoj o group ni jotto no admin swnam de.,code-mix,English-Kokborok
hurr baithang bo transfer wng kha ampi ni current do phai liya.,code-mix,English-Kokborok
baithang bai current nang ro jag nai say omo hair ok tasa di.,code-mix,English-Kokborok
rimen please share share force diagram.,code-mix,English-Kokborok
any updates of titli ni area.,code-mix,English-Kokborok
bwtwi khe office thang se nai.,code-mix,English-Kokborok
bono bo delete ma khailainai ta.,code-mix,English-Kokborok
hur ha say sandi biyang commission.,code-mix,English-Kokborok
pack mission tai wong la.,code-mix,English-Kokborok
ramatul bai out khai rwjak nai.,code-mix,English-Kokborok
ashi tabok ten pay commission se ma sanlai sinai.,code-mix,English-Kokborok
devangari script swrwng bai di.,code-mix,English-Kokborok
shamson khai kanti sen ni aro thang kha declare khai khe no.,code-mix,English-Kokborok
swkang-o le bwswg say update rikha.,code-mix,English-Kokborok
tamo commission man kha hubbwlasa norok.,code-mix,English-Kokborok
john paul ni number kisa rohorgra di swboni oro tong.,code-mix,English-Kokborok
ang le daily sa phakjak.,code-mix,English-Kokborok
ani signature ba ani oro no ta.,code-mix,English-Kokborok
bongni kaisa signature nang tongkha.,code-mix,English-Kokborok
anyone knows bijoy numbers? twma khainai ba?,code-mix,English-Kokborok
7th pay commission bofru mannai? tai bwswk mannai abo say sagradi swkang.,code-mix,English-Kokborok
current bwkra para berai na thango.,code-mix,English-Kokborok
tamoni ashwk current thang hospital rogwo.,code-mix,English-Kokborok
manoj dangshu no phone khaina hing male current phai rikha.,code-mix,English-Kokborok
good morning jotto nono.,code-mix,English-Kokborok
"its sure manoj bai druken state ashi that,s why he cannot recognize me.",code-mix,English-Kokborok
good night ata uken and friends.,code-mix,English-Kokborok
dipak bai ashi ni favourite.,code-mix,English-Kokborok
disturb ta khwlaidi.,code-mix,English-Kokborok
soft copy kwrwi hard copy say am obo nok-o say ma naitugnai.,code-mix,English-Kokborok
pwd manuel book horga di ashi..biyang biyang kwma.,code-mix,English-Kokborok
"kwrwi , maya wong tong kha, tong khe link kisa share khai de.",code-mix,English-Kokborok
pwd work manual sabo ni aro tong?,code-mix,English-Kokborok
norok se pwd expert rok bulasa.,code-mix,English-Kokborok
enjula ano kisa class rwgradi.,code-mix,English-Kokborok
"sabo sabo thangnai, interested hwnkhe ang tongu do.",code-mix,English-Kokborok
hoi abo majority kalai brwi se twidu ni.,code-mix,English-Kokborok
government se online shopping khwlai nai.,code-mix,English-Kokborok
ang government ya leee.,code-mix,English-Kokborok
norok le government ni seleng rok ba saida manbai hwnwi swng kha ta.,code-mix,English-Kokborok
phiyaba kisa backward history ni chapter naidi.,code-mix,English-Kokborok
"come tomorrow, tini ang twido thang tong-o.",code-mix,English-Kokborok
success wng ma wolo jesa phano politics khai lai mano.,code-mix,English-Kokborok
voting rights cancelled khi man khe sabo rule man nai sadi.,code-mix,English-Kokborok
ex president ba wet bengali ni sa bla sa.,code-mix,English-Kokborok
kebo tripura board ni employee rok da tong sabai gradi.madhyamik ni admit tai mark sheet kwma wui tabuk admission ni bagui nang tong kha.,code-mix,English-Kokborok
submit khai jak..time nang nai hunwi bar bar kiphil hor jak tong kha.,code-mix,English-Kokborok
belai laibai kha.legal action nang tong kha.,code-mix,English-Kokborok
bo time-o annual meeting ni business session ong nai?,code-mix,English-Kokborok
urgent meeting call khai-o tabuk no.,code-mix,English-Kokborok
are you coming? informed khai di do?,code-mix,English-Kokborok
day by day worst situation wongrwk wongrwk.,code-mix,English-Kokborok
"tabok bo chung politics ni yak romoi tongkho, we need to change.",code-mix,English-Kokborok
"dr, visit ni ulo mwngsaswk charenani bagwi sanai hwnwi sao.",code-mix,English-Kokborok
"good morning jotono..sajal nini chwraini kisa update khaigradi , ang suriwi tongo.",code-mix,English-Kokborok
"aow 21 ni ticket khaimani, but tini hainohai canceled khlaiwi 24 ni ma khlai phaikha.",code-mix,English-Kokborok
norok ni return ticket flight la bahai khailai kha,code-mix,English-Kokborok
norok ni return ticket bufuru?,code-mix,English-Kokborok
"doctor phunuk kha, but it will take some time.",code-mix,English-Kokborok
kupamani thakya wngwi hospitalized ma khlaikha tabuk.,code-mix,English-Kokborok
net slow kunu phano se siliya.,code-mix,English-Kokborok
"food poisoning i guess, kaham khe treatment naina nang-o.",code-mix,English-Kokborok
puja ni dress kha paikha?,code-mix,English-Kokborok
"tabuk phono dress mangya kho ang, i am very angry.",code-mix,English-Kokborok
bo date ni flight booking khai nai?,code-mix,English-Kokborok
bo date ni lay minimum prize ? let me know.,code-mix,English-Kokborok
nung international passport da khai kha?,code-mix,English-Kokborok
"belai time nakha, dakti phai di.",code-mix,English-Kokborok
ang registration fee rekha do?,code-mix,English-Kokborok
"chini college ni fee busuk challan mathang nai, kabo da sawoi mang?",code-mix,English-Kokborok
"chini principal tini phaiya, ang  fee remaliya.",code-mix,English-Kokborok
chini college ni timining belai no chaya.,code-mix,English-Kokborok
tini morning-o sir ang no call khai-o,code-mix,English-Kokborok
"tini ni fellowship timing change ongkha, we will start by 3 pm .",code-mix,English-Kokborok
"there is a gathering today at 7 pm, jotono mang jak di.",code-mix,English-Kokborok
"timing fixed ong yak ho, we will let you know later.",code-mix,English-Kokborok
"fresher welcome ni tamo tamo updates, kisa saiwoi da mang no",code-mix,English-Kokborok
"collection busuk kakha, fresher welcome ni bagui.",code-mix,English-Kokborok
"per head busuk kha collect khailai nai, informed me.",code-mix,English-Kokborok
"jotono ri khay, i am ready too.",code-mix,English-Kokborok
chopa la twinkle twinkle little star gan mano do..,code-mix,English-Kokborok
nung maida chakha? yes,code-mix,English-Kokborok
this time chopa ni christmass dress la formal dress with necktie .,code-mix,English-Kokborok
belai cost ong kha omo dress le.,code-mix,English-Kokborok
maximum 1000 ni bising-o nadi.,code-mix,English-Kokborok
belai no urgent decision dakti nadi.,code-mix,English-Kokborok
pa da kotor ni picture bailai khe naithok kha ble.,code-mix,English-Kokborok
auto rickshaw ni fare balai baray kha tabuk.,code-mix,English-Kokborok
rang kroi kha withdraw makhai nai tini.,code-mix,English-Kokborok
"you are waisting my time, dakti khai di.",code-mix,English-Kokborok
nono visit khainani chong tongmani tini.are you there?,code-mix,English-Kokborok
"balai no hambai, for your kind heart.",code-mix,English-Kokborok
"belai no hambai, for understand my problem.",code-mix,English-Kokborok
what is your problem? kisa sawoi da mang no?,code-mix,English-Kokborok
"bus ni number 3471, time o sokya kha bono call khai di.",code-mix,English-Kokborok
"slowly slowly khe phai lai di do, its raining be careful.",code-mix,English-Kokborok
"tani waisa check khai phe di,  there may be more wrong.",code-mix,English-Kokborok
chung kaitor no completely chini heart by hamjak mayakho tabuk funo.,code-mix,English-Kokborok
"we need to change overself first, hing khasay we can change others.",code-mix,English-Kokborok
norok ni thinking bailai khano hamja.,code-mix,English-Kokborok
"tabuk phono understanding kroi, being a educated person.",code-mix,English-Kokborok
"always complain complain, nung tai bugi glak.",code-mix,English-Kokborok
charater less  bani bagui wansok ya.,code-mix,English-Kokborok
tini football match sobo phaikha?,code-mix,English-Kokborok
i think chung tai waisa meeting khaina nang nai.,code-mix,English-Kokborok
"what is your opinion ? sabai de jotono, can we do it again or not?",code-mix,English-Kokborok
"tini ni tuition cancel do, tini ang para thang nai.",code-mix,English-Kokborok
busuk days holiday mang kha norok.,code-mix,English-Kokborok
cold and cough manjak mani tabuk phono hamya kho.,code-mix,English-Kokborok
almost one week ong kha.,code-mix,English-Kokborok
"there is a problem, ang saiwoi mang no, otherwise these will not happen.",code-mix,English-Kokborok
